REACT_143738	MNXR78385
rxn03673	MNXR79722
rxn03670	MNXR12857
REACT_92331	MNXR11285
rxn03676	MNXR74465
rxn03677	MNXR74466
rxn03674	MNXR74464
rxn03675	MNXR68215
rxn03178	MNXR74311
rxn03678	MNXR59837
REACT_104855	MNXR429
REACT_104852	MNXR78495
29238	MNXR74000
29237	MNXR74000
29236	MNXR74000
29235	MNXR74000
REACT_104859	MNXR78543
BR29532	MNXR5457
DOGULNO1	MNXR31099
2.7.4.24-RXN	MNXR76045
BR29530	MNXR70778
REACT_156133	MNXR78568
BR29537	MNXR70779
BS322268	MNXR59604
RXN-9752	MNXR77908
BR29534	MNXR7029
RXN-9750	MNXR77906
BS322267	MNXR72086
REACT_132353	MNXR64677
RXN-9751	MNXR77907
RXN-9756	MNXR23999
RXN-7982	MNXR8674
KDO-8PPHOSPHAT-RXN	MNXR3175
RXN3O-458	MNXR55918
REACT_97358	MNXR78487
RXN-13529	MNXR63061
RXN-13528	MNXR63060
REACT_33410	MNXR78230
RXN-13525	MNXR77105
RXN-13524	MNXR77104
RXN-13527	MNXR63059
RXN-13526	MNXR63058
RXN-13521	MNXR63053
RXN1G-865	MNXR24579
RXN-13523	MNXR63055
RXN-13522	MNXR63054
REACT_137653	MNXR78919
29493	MNXR61202
1.1.1.255-RXN	MNXR75876
29491	MNXR61202
29490	MNXR61201
29497	MNXR57485
29496	MNXR57485
29495	MNXR57485
29494	MNXR61202
29499	MNXR61198
29498	MNXR57485
3.2.2.23-RXN	MNXR76134
rxn02103	MNXR6856
rxn02102	MNXR5296
rxn02101	MNXR71272
rxn02100	MNXR5652
rxn02107	MNXR6969
rxn02106	MNXR15207
rxn02105	MNXR6617
rxn02104	MNXR4001
rxn02109	MNXR79586
rxn02108	MNXR8468
28548	MNXR79324
28549	MNXR79324
REACT_156026	MNXR78330
28547	MNXR79324
28544	MNXR9338
28545	MNXR9338
28542	MNXR9338
28543	MNXR9338
OBTFL	MNXR3938
28541	MNXR2942
RXN0-2604	MNXR24140
BR29288	MNXR6905
BR29284	MNXR17174
BR29285	MNXR2759
BR29286	MNXR1818
BR29287	MNXR3215
BR29280	MNXR640
BR29281	MNXR6902
BR29282	MNXR6903
BR29283	MNXR55917
RXN0-5120	MNXR65530
RXN0-5121	MNXR77961
RXN0-5122	MNXR37956
RXN0-5123	MNXR37957
RXN0-5124	MNXR63879
RXN0-5125	MNXR77962
RXN0-5126	MNXR65533
RXN0-5127	MNXR24203
RXN0-5128	MNXR77963
RXN0-5129	MNXR77964
RXN0-2601	MNXR24138
RXN0-2602	MNXR24139
REACT_144088	MNXR78518
REACT_144086	MNXR70464
REACT_144085	MNXR3771
REACT_144081	MNXR78912
BR1346	MNXR70566
34598	MNXR65675
REACT_141627	MNXR78427
RXN-12698	MNXR62668
RXN-12699	MNXR76948
34590	MNXR61393
34591	MNXR60513
34592	MNXR60513
RXN-12697	MNXR76947
RXN-12690	MNXR76945
34595	MNXR65675
34596	MNXR65675
34597	MNXR65675
PHOSPHASERDECARB-RXN	MNXR76420
BS370090	MNXR58107
BS370091	MNXR11065
BS370092	MNXR72394
BS370093	MNXR72395
23639	MNXR26507
23638	MNXR26507
BS370097	MNXR6239
23635	MNXR31728
23634	MNXR31728
23637	MNXR26507
23636	MNXR26507
23631	MNXR79286
23630	MNXR79286
23633	MNXR31728
23632	MNXR31728
REACT_82523	MNXR78390
REACT_99907	MNXR78617
REACT_99903	MNXR714
22328	MNXR55960
22329	MNXR55960
22320	MNXR35544
22321	MNXR35544
22322	MNXR35544
22323	MNXR35544
22324	MNXR3340
22325	MNXR3340
22326	MNXR3340
REACT_82527	MNXR68267
BS383385	MNXR12283
BS383381	MNXR12282
25673	MNXR79304
25672	MNXR79304
25671	MNXR79304
REACT_19309	MNXR79007
25677	MNXR75595
25676	MNXR75595
31268	MNXR15970
25674	MNXR75595
REACT_141308	MNXR78807
REACT_141303	MNXR78844
REACT_141302	MNXR78758
REACT_141304	MNXR78736
17715	MNXR7348
27299	MNXR9029
27298	MNXR9029
RXN-13155	MNXR62819
27293	MNXR26639
27292	MNXR26639
27291	MNXR26639
27290	MNXR26639
27297	MNXR79318
17717	MNXR3535
27295	MNXR79318
27294	MNXR79318
BR1037	MNXR6257
rxn08633	MNXR31619
DSBCGT	MNXR54874
17710	MNXR72678
REACT_19249	MNXR78326
HEXCCRNt	MNXR69237
rxn08631	MNXR31615
REACT_136819	MNXR78611
17712	MNXR72678
REACT_19247	MNXR157
REACT_19245	MNXR78761
rxn04505	MNXR79821
rxn04504	MNXR79820
rxn04507	MNXR74813
rxn04506	MNXR16798
rxn04501	MNXR74810
rxn04500	MNXR16793
rxn04503	MNXR66541
rxn04502	MNXR74811
REACT_127772	MNXR78518
32333	MNXR26831
32330	MNXR19165
32331	MNXR26831
rxn04509	MNXR74815
rxn04508	MNXR74814
32334	MNXR26831
32335	MNXR26832
22588	MNXR8758
22589	MNXR8758
ASPARTATE-N-ACETYLTRANSFERASE-RXN	MNXR862
22584	MNXR79279
22585	MNXR79279
22586	MNXR79279
22587	MNXR79279
22580	MNXR69594
22581	MNXR69594
22582	MNXR69594
22583	MNXR69594
RXN01348	MNXR70230
REACT_104064	MNXR78393
REACT_104061	MNXR78263
RXN01340	MNXR4592
RXN01341	MNXR6128
RXN01342	MNXR1851
RXN01343	MNXR6129
RXN01344	MNXR48338
RXN01345	MNXR6130
14573	MNXR2675
RXN01347	MNXR70451
34445	MNXR79413
24988	MNXR26542
24989	MNXR26542
RXN-11796	MNXR21719
24986	MNXR26541
24987	MNXR26541
24984	MNXR26541
24985	MNXR26541
REACT_146657	MNXR25524
31267	MNXR15970
REACT_146651	MNXR78968
REACT_146652	MNXR3189
SERt4pp	MNXR4823
26168	MNXR14732
TYRTAm	MNXR32524
26162	MNXR9413
26163	MNXR9413
26160	MNXR9413
26161	MNXR9413
BR16026	MNXR70611
BR16027	MNXR6459
BR16024	MNXR6456
BR16025	MNXR56489
BR16022	MNXR70610
BR16023	MNXR6455
BR16020	MNXR70608
BR16021	MNXR70609
REACT_34358	MNXR4654
REACT_34359	MNXR68267
TYRTAi	MNXR32524
REACT_138197	MNXR78780
BR16028	MNXR33066
BR16029	MNXR70612
1.8.98.1-RXN	MNXR8196
REACT_79824	MNXR78530
REACT_79826	MNXR69169
31261	MNXR59788
UCR07629	MNXR8736
DM_yvite(c)	MNXR1658
BR44252	MNXR71140
BR44253	MNXR71141
rxn09038	MNXR80399
BR44251	MNXR7978
BR44256	MNXR71143
BR44257	MNXR71144
BR44254	MNXR71142
BR44255	MNXR56953
rxn09032	MNXR3931
rxn09030	MNXR3930
rxn09031	MNXR3931
rxn09036	MNXR1983
rxn09037	MNXR80398
31260	MNXR59788
rxn09035	MNXR69581
rxn08349	MNXR68724
REACT_82333	MNXR4188
33469	MNXR55124
33468	MNXR55124
18468	MNXR56732
33465	MNXR55132
rxn08342	MNXR1602
33467	MNXR55124
33466	MNXR55132
rxn08347	MNXR10005
rxn08346	MNXR26743
rxn08345	MNXR68722
rxn08344	MNXR1604
FAS181ACPm	MNXR47383
CYSt4	MNXR1368
16866	MNXR4790
BS370728	MNXR72503
REACT_52895	MNXR1929
REACT_82331	MNXR1037
REACT_139799	MNXR78841
PSD160	MNXR69804
PSD161	MNXR69805
REACT_159628	MNXR79052
FAS180COA	MNXR2143
REACT_159620	MNXR78308
REACT_159622	MNXR3815
REACT_159624	MNXR79067
REACT_91340	MNXR1929
BS370724	MNXR72500
REACT_91344	MNXR78435
BS370725	MNXR72501
3.2.1.154-RXN	MNXR76097
RXN01371	MNXR6143
RXN-11251	MNXR21337
rxn06129	MNXR26294
rxn06128	MNXR27973
RXN-11250	MNXR21336
rxn06125	MNXR73877
rxn06124	MNXR14979
rxn06127	MNXR26438
rxn06121	MNXR27971
rxn06120	MNXR80019
rxn06123	MNXR14978
rxn00970	MNXR14773
rxn00971	MNXR9738
rxn00972	MNXR8345
rxn00973	MNXR30608
rxn00974	MNXR443
rxn00975	MNXR2949
rxn00976	MNXR73755
rxn00977	MNXR68809
rxn00978	MNXR59240
RXN-11255	MNXR21340
RXN-11254	MNXR62338
REACT_28734	MNXR2903
REACT_28732	MNXR69790
LIPAHTex	MNXR69318
RXN00151	MNXR1569
15384	MNXR7550
15385	MNXR71061
15386	MNXR71061
15387	MNXR71061
15381	MNXR7550
15382	MNXR7550
15383	MNXR7550
RXN01373	MNXR6144
19965	MNXR7150
15388	MNXR71061
15389	MNXR485
BR49595	MNXR9386
MANAO	MNXR3421
BR49592	MNXR9383
20428	MNXR8779
BS385125	MNXR12297
BR22700	MNXR6622
1.2.4.4-RXN	MNXR61463
27438	MNXR9008
BS353225	MNXR72112
BR22701	MNXR6623
BS353227	MNXR69172
REACT_6930	MNXR78514
BS141115	MNXR9871
REACT_23860	MNXR5138
RXN01374	MNXR6145
REACT_23866	MNXR78386
REACT_155628	MNXR78499
rxn05478	MNXR27747
rxn05479	MNXR27748
rxn05476	MNXR27745
rxn05477	MNXR27746
rxn05474	MNXR27743
rxn05475	MNXR79894
BR48612	MNXR1273
BR48613	MNXR71439
rxn05470	MNXR2761
rxn05471	MNXR27740
BR22702	MNXR6624
BS402719	MNXR645
BS402718	MNXR13458
BS402716	MNXR13457
KETOPANTOALDOLASE-RXN	MNXR7147
NTD10	MNXR3872
NTD11	MNXR3873
NTD12	MNXR3874
STEROL-ESTERASE-RXN	MNXR70578
BR15900	MNXR70580
RXN-6762	MNXR22773
REACT_32407	MNXR3783
BS320936	MNXR12579
ARTPLM1m	MNXR828
REACT_32402	MNXR78479
REACT_32403	MNXR30608
rxn10382	MNXR80564
rxn10383	MNXR80565
rxn10381	MNXR28803
rxn01205	MNXR6534
rxn01204	MNXR30569
BR22705	MNXR70667
rxn01206	MNXR59272
rxn01201	MNXR5495
rxn01200	MNXR79510
rxn01203	MNXR59271
rxn01202	MNXR73788
DALADEHYDROG-RXN	MNXR49238
REACT_85089	MNXR4373
REACT_85085	MNXR78351
REACT_144492	MNXR78599
REACT_85082	MNXR25170
REACT_85083	MNXR24899
3.1.6.12-RXN	MNXR19698
REACT_157270	MNXR4382
COENZYME-F420-HYDROGENASE-RXN	MNXR70904
REACT_136869	MNXR78641
GLYCOPROTEIN-N-PALMITOYLTRANSFERASE-RXN	MNXR37142
REACT_32408	MNXR78708
REACT_100009	MNXR3986
REACT_100008	MNXR7299
REACT_100005	MNXR78217
REACT_100003	MNXR78216
REACT_100002	MNXR78215
REACT_100001	MNXR15134
GLCAASE5ly	MNXR69145
RXN3DJ-118	MNXR78069
rxn11549	MNXR48405
28911	MNXR3355
COQ5m	MNXR68562
REACT_2139	MNXR30582
REACT_2132	MNXR70279
BS380472	MNXR11972
REACT_2135	MNXR25193
H7'TAer	MNXR2892
REACT_33849	MNXR78604
REACT_33843	MNXR25136
REACT_85625	MNXR78374
REACT_33847	MNXR70063
3.5.1.76-RXN	MNXR70783
REACT_149687	MNXR79040
rxn11475	MNXR80699
REACT_158709	MNXR79052
REACT_160241	MNXR78677
rxn00159	MNXR3470
rxn00156	MNXR7227
rxn00157	MNXR4175
rxn00154	MNXR4132
rxn00155	MNXR6962
rxn00152	MNXR4372
rxn00153	MNXR8478
rxn00150	MNXR682
REACT_158702	MNXR65024
REACT_143590	MNXR24951
UER00984	MNXR3016
UER00987	MNXR6971
UER00986	MNXR70145
UER00981	MNXR14881
REACT_30799	MNXR78596
UER00983	MNXR2769
UER00982	MNXR6921
REACT_30795	MNXR78314
UER00989	MNXR17281
UER00988	MNXR988
REACT_30792	MNXR78467
DNDPt43m	MNXR1691
BR49930	MNXR71787
REACT_133026	MNXR78807
REACT_163579	MNXR79138
BR49932	MNXR3939
LPP_SC	MNXR67354
BACCLm	MNXR934
REACT_136761	MNXR78691
GNDer	MNXR2793
REACT_1442	MNXR2844
REACT_1445	MNXR64387
REACT_1444	MNXR78334
REACT_1447	MNXR25094
rxn03467	MNXR36152
rxn03466	MNXR36151
rxn03465	MNXR15914
UER00361	MNXR30405
UER00360	MNXR2454
UER00363	MNXR4515
rxn03464	MNXR15913
UER00365	MNXR3940
UER00364	MNXR777
UER00367	MNXR14942
UER00366	MNXR1064
UER00369	MNXR69185
UER00368	MNXR55238
RXN00462	MNXR5656
rxn03462	MNXR36150
rxn03461	MNXR59787
REACT_161599	MNXR1218
rxn03460	MNXR59786
REACT_83662	MNXR78437
BS400361	MNXR73184
REACT_83666	MNXR78385
REACT_83667	MNXR25136
REACT_83668	MNXR78531
23PDE9pp	MNXR37
MALTTTRabcpp	MNXR69398
SDPDS	MNXR4792
29962	MNXR65531
29961	MNXR65531
29960	MNXR65531
14246	MNXR3901
14247	MNXR3901
14245	MNXR3901
rxn03469	MNXR74409
14240	MNXR8740
RXN-12208	MNXR21989
14248	MNXR3901
14249	MNXR65423
rxn00876	MNXR7866
11108	MNXR26280
rxn02598	MNXR58675
rxn02599	MNXR74117
rxn02594	MNXR2026
rxn09270	MNXR4949
FPGS	MNXR55429
rxn02595	MNXR7684
3.4.23.2-RXN	MNXR76137
rxn02596	MNXR35877
rxn11546	MNXR29181
rxn02597	MNXR79630
REACT_154918	MNXR79106
rxn02590	MNXR7416
REACT_154913	MNXR78921
BS374955	MNXR56194
RXN-12905	MNXR34273
REACT_96341	MNXR5828
RXN-12907	MNXR72401
BS374951	MNXR7215
rxn02592	MNXR3477
BS374953	MNXR58305
BS374952	MNXR69612
REACT_96349	MNXR2982
rxn02593	MNXR7513
BS374959	MNXR71067
BS374958	MNXR34752
H2Otp	MNXR2865
RXN4FS-8	MNXR78093
RXN4FS-9	MNXR24624
H2Otv	MNXR2865
RXN4FS-2	MNXR69765
RXN4FS-3	MNXR78092
RXN4FS-1	MNXR78084
RXN4FS-4	MNXR64110
RXN0-3241	MNXR37938
H2Otg	MNXR2865
RXN-8815	MNXR23469
H2Otm	MNXR2865
H2Otn	MNXR2865
REACT_33740	MNXR120
REACT_100897	MNXR78321
RIBOPHOSPHAT-RXN	MNXR4352
REACT_135369	MNXR78739
ENOYL-ACP-REDUCT-NADH-RXN	MNXR20330
RXN00424	MNXR69063
REACT_150111	MNXR70349
REACT_150114	MNXR78308
REACT_94185	MNXR78387
REACT_140695	MNXR78844
RXN00185	MNXR5500
RXN00184	MNXR70143
RXN00187	MNXR5502
RXN00186	MNXR70144
RXN00181	MNXR69594
RXN00180	MNXR5499
RXN00183	MNXR649
RXN00182	MNXR55751
BS165634	MNXR9960
RXN-11284	MNXR76652
RXN-11282	MNXR76651
RXN-11283	MNXR21362
BS165633	MNXR9959
ANTHRANILATE-N-BENZOYLTRANSFERASE-RXN	MNXR7777
CLPNSm_SC	MNXR68553
TRYPTOPHAN-2-DIOXYGENASE-RXN	MNXR7533
RXN1G-4355	MNXR64061
REACT_102981	MNXR78470
19366	MNXR8268
19367	MNXR8268
19364	MNXR69185
19365	MNXR8268
19362	MNXR69185
19363	MNXR69185
19361	MNXR69185
19368	MNXR8268
REACT_99254	MNXR78368
REACT_99255	MNXR78383
REACT_99256	MNXR78411
REACT_12078	MNXR78283
BR49606	MNXR71697
RXN-8812	MNXR59823
REACT_29782	MNXR78340
RXN-8319	MNXR23196
RXN-8318	MNXR23195
RXN-8315	MNXR77685
RXN-8314	MNXR23191
RXN-8317	MNXR23194
RXN-8316	MNXR77686
RXN-8311	MNXR23189
RXN-8310	MNXR23188
RXN-8313	MNXR23190
REACT_141856	MNXR78534
RXN-11428	MNXR37403
RXN-11429	MNXR37404
REACT_141852	MNXR78723
REACT_141851	MNXR79004
16489	MNXR8497
16486	MNXR70573
RXN-11423	MNXR21464
16484	MNXR8221
RXN-11421	MNXR21462
16482	MNXR8221
16483	MNXR8221
RXN-11424	MNXR21465
16481	MNXR8221
BS371203	MNXR58287
REACT_20667	MNXR25169
BS371201	MNXR72596
BS371204	MNXR72597
BS371208	MNXR72598
REACT_102950	MNXR78299
REACT_20668	MNXR26096
REACT_102955	MNXR78368
REACT_95631	MNXR78462
BR36839	MNXR1272
BR36838	MNXR3339
BR36836	MNXR70840
BR36835	MNXR56671
BR36833	MNXR33318
BR36832	MNXR7258
BR36831	MNXR70839
BR36830	MNXR56670
11597	MNXR3967
11596	MNXR3967
11591	MNXR26288
11590	MNXR26288
ACETYL-COA-CARBOXYLTRANSFER-RXN	MNXR358
11599	MNXR3967
11598	MNXR3967
1.1.1.226-RXN	MNXR7175
MCITLm	MNXR69409
REACT_80377	MNXR64387
3.6.4.7-RXN	MNXR892
rxn09583	MNXR67366
rxn09581	MNXR65596
rxn09586	MNXR67369
rxn09587	MNXR67370
rxn09584	MNXR67367
rxn09585	MNXR67368
rxn09588	MNXR69451
rxn09589	MNXR69450
REACT_105600	MNXR78416
REACT_105601	MNXR78229
REACT_14825	MNXR78478
MCITL2	MNXR3442
BS189565	MNXR3050
BR48973	MNXR71532
REACT_102374	MNXR78392
rxn00478	MNXR5138
17759	MNXR7055
17758	MNXR7055
27969	MNXR75775
27968	MNXR75775
17751	MNXR26398
27964	MNXR26663
27967	MNXR75775
17752	MNXR26398
17755	MNXR69859
17754	MNXR69859
27963	MNXR26663
27962	MNXR26663
REACT_138596	MNXR78489
REACT_138597	MNXR79012
REACT_138594	MNXR78839
REACT_138592	MNXR5165
34767	MNXR2272
REACT_91669	MNXR70279
REACT_112968	MNXR657
AMAOTr	MNXR700
20469	MNXR6468
REACT_137191	MNXR78729
20460	MNXR753
REACT_137199	MNXR4149
REACT_137198	MNXR78790
REACT_99142	MNXR78309
34762	MNXR65695
REACT_142359	MNXR78710
REACT_136829	MNXR64407
REACT_91638	MNXR25093
rxn01901	MNXR7417
34761	MNXR65695
34760	MNXR65695
REACT_91636	MNXR78574
REACT_136826	MNXR78729
rxn02802	MNXR15513
rxn02803	MNXR68271
rxn02800	MNXR72002
rxn02801	MNXR8447
REACT_78251	MNXR5387
rxn02807	MNXR7507
rxn02804	MNXR348
rxn02805	MNXR7778
REACT_157239	MNXR78665
rxn02808	MNXR74188
rxn02809	MNXR70963
ACHBSm	MNXR385
DOGULND1	MNXR68740
DOGULND2	MNXR1719
OCAALD	MNXR69580
REACT_93675	MNXR24919
REACT_108112	MNXR70063
FACOAL1832	MNXR55347
REACT_108117	MNXR78485
FACOAL1831	MNXR2017
REACT_28248	MNXR68745
REACT_28245	MNXR78507
REACT_28244	MNXR78318
REACT_28242	MNXR78269
REACT_28241	MNXR78222
REACT_28240	MNXR78455
N-ACETYLNEURAMINATE-MONOOXYGENASE-RXN	MNXR76397
REACT_109862	MNXR78251
REACT_144986	MNXR1926
MECDPDH2	MNXR55700
34419	MNXR63598
34418	MNXR65663
34415	MNXR65663
34414	MNXR61409
34417	MNXR65663
34416	MNXR65663
34411	MNXR61409
34410	MNXR77129
34413	MNXR61409
34412	MNXR61409
RXN0-301	MNXR69489
GLCNACT3g	MNXR55583
RXN0-302	MNXR3474
RXN66-62	MNXR64150
RXN66-61	MNXR24689
RXN0-304	MNXR26672
REACT_143401	MNXR4138
REACT_115265	MNXR5387
REACT_143404	MNXR78631
REACT_115266	MNXR78696
REACT_132635	MNXR78731
REACT_132634	MNXR78795
18601	MNXR7082
REACT_93092	MNXR68950
REACT_128213	MNXR2982
REACT_77347	MNXR3783
REACT_93097	MNXR1871
RXN0-308	MNXR24160
REACT_132636	MNXR78310
RXN3O-178	MNXR55901
REACT_132671	MNXR78774
UCR00894	MNXR32879
UCR00897	MNXR30965
REACT_28867	MNXR68268
UCR00893	MNXR1352
2.3.1.80-RXN	MNXR71058
REACT_109246	MNXR78467
REACT_109247	MNXR78361
BR48172	MNXR8487
REACT_25155	MNXR78922
3.4.21.7-RXN	MNXR61781
REACT_25151	MNXR79169
REACT_128840	MNXR78720
BR48978	MNXR8908
BR48519	MNXR8632
BR48518	MNXR33950
REACT_128847	MNXR25370
BR48515	MNXR71420
BR48514	MNXR71419
BR48517	MNXR57207
BR48516	MNXR71421
BR48511	MNXR57202
BR48510	MNXR71417
BR48513	MNXR71418
FE3abcpp	MNXR2227
BS370753	MNXR2981
BS370752	MNXR72507
BS370754	MNXR58211
ST3GAL62g	MNXR69915
28776	MNXR9245
REACT_107294	MNXR78227
rxn01775	MNXR3421
rxn01774	MNXR7777
rxn01777	MNXR6836
rxn01776	MNXR15055
rxn01771	MNXR9732
rxn01770	MNXR58322
rxn01773	MNXR7820
rxn01772	MNXR6305
rxn01779	MNXR6543
rxn01778	MNXR1771
ANTHRANILATE-N-MALONYLTRANSFERASE-RXN	MNXR8203
rxn09919	MNXR80449
rxn09918	MNXR28564
BS383263	MNXR72856
REACT_59464	MNXR78352
rxn09911	MNXR28557
rxn09910	MNXR28556
rxn09913	MNXR28559
rxn09912	MNXR28558
rxn09915	MNXR80448
rxn09914	MNXR28560
rxn09917	MNXR28563
rxn09916	MNXR28562
REACT_131328	MNXR78250
rxn05714	MNXR79926
REACT_131326	MNXR78699
REACT_131327	MNXR3771
REACT_131324	MNXR78960
REACT_131325	MNXR5115
rxn00343	MNXR71389
18515	MNXR65451
SHIKIMATE-5-DEHYDROGENASE-RXN	MNXR55917
CRNDabcpp	MNXR1285
rxn02754	MNXR72064
RXN-5421	MNXR77493
RXN-5422	MNXR77494
RXN-5423	MNXR77495
RXN-5424	MNXR22689
REACT_145914	MNXR5387
RXN3DJ-64	MNXR64093
PGPP181	MNXR69687
PGPP180	MNXR69686
REACT_135958	MNXR78607
PHEt2rpp	MNXR4246
R82-RXN	MNXR71472
BR44351	MNXR8017
CPGNtonex	MNXR68580
REACT_135951	MNXR78867
FACOAL245_2	MNXR2036
FACOAL245_1	MNXR2035
RXN-9152	MNXR23655
rxn10101	MNXR47355
rxn00426	MNXR4815
rxn00427	MNXR4427
rxn00424	MNXR5465
rxn00425	MNXR8753
rxn00422	MNXR4896
22119	MNXR56895
rxn00420	MNXR4486
rxn00421	MNXR8284
rxn10103	MNXR47353
3.5.5.5-RXN	MNXR7077
rxn00428	MNXR8571
rxn00429	MNXR651
FAO141p_even	MNXR68893
RXN-9156	MNXR77801
UCR01715	MNXR1159
UCR01714	MNXR1160
UCR01717	MNXR3070
UCR01711	MNXR4540
UCR01712	MNXR8229
RXN-9158	MNXR60892
REACT_128809	MNXR78741
UCR02253	MNXR7111
33787	MNXR59713
FUMm	MNXR2338
4.2.1.73-RXN	MNXR56976
REACT_101485	MNXR4097
FUT95g	MNXR69043
1.14.13.103-RXN	MNXR75903
rxn02560	MNXR6824
MI145P6Kn	MNXR3535
RXN-11035	MNXR21184
RXN-9217	MNXR63714
RXN-9213	MNXR18216
RXN-9212	MNXR23708
RXN-9211	MNXR23707
REACT_126175	MNXR78890
rxn06864	MNXR48741
REACT_29384	MNXR78389
rxn06866	MNXR26288
rxn06867	MNXR80184
rxn06860	MNXR74413
rxn06861	MNXR80182
RXN-9219	MNXR75476
RXN-9218	MNXR60825
DOLK	MNXR68741
3.4.24.14-RXN	MNXR61803
2.4.1.83-RXN	MNXR76028
rxn02566	MNXR59501
REACT_135005	MNXR78772
rxn02568	MNXR74104
REACT_159986	MNXR78401
KERATAN-SULFOTRANSFERASE-RXN	MNXR61994
REACT_159980	MNXR79056
REACT_159981	MNXR5587
2.4.2.32-RXN	MNXR61597
REACT_159983	MNXR78991
3.3.2.10-RXN	MNXR35770
34882	MNXR65705
34883	MNXR65706
34880	MNXR65705
34881	MNXR65705
34886	MNXR65706
34884	MNXR65706
34885	MNXR65706
TMDPPK	MNXR69981
18166	MNXR6788
18165	MNXR6788
18164	MNXR348
18163	MNXR348
18162	MNXR348
18161	MNXR348
UROGENDECARBOX-RXN	MNXR5288
18169	MNXR1487
18168	MNXR6788
RXN-13492	MNXR63025
BR48304	MNXR8528
HYXNtpp	MNXR3056
2AGPA120tipp	MNXR48
BR49444	MNXR57448
REACT_31976	MNXR341
BR49446	MNXR57450
BR49447	MNXR57451
BR49440	MNXR71649
RXN-11031	MNXR76593
BR49442	MNXR21757
BR49443	MNXR57447
BR49448	MNXR9275
BR49449	MNXR57452
BS141638	MNXR71874
REACT_126652	MNXR3189
REACT_92067	MNXR78630
BS353928	MNXR32377
RXN00610	MNXR70262
REACT_126658	MNXR78867
REACT_127521	MNXR78945
BS370598	MNXR72485
BS402691	MNXR13451
BS402696	MNXR73223
BS380777	MNXR72825
BS380774	MNXR58472
REACT_22293	MNXR55317
AGMATIN-RXN	MNXR558
REACT_22294	MNXR78907
REACT_22295	MNXR78720
REACT_154855	MNXR79082
REACT_154854	MNXR3208
REACT_22299	MNXR78681
REACT_154850	MNXR78239
15029	MNXR17174
15028	MNXR8798
TAGURr	MNXR4977
RIBULPEPIM-RXN	MNXR4588
15021	MNXR7845
15023	MNXR7845
15022	MNXR7845
15025	MNXR8798
15024	MNXR7845
15027	MNXR8798
15026	MNXR8798
BS186806	MNXR6807
rxn01733	MNXR73908
30344	MNXR69005
rxn08244	MNXR68559
REACT_158292	MNXR78665
REACT_158290	MNXR78974
24752	MNXR65484
3.1.1.58-RXN	MNXR76060
2.7.1.61-RXN	MNXR74158
rxn05029	MNXR68472
rxn10887	MNXR69932
rxn10886	MNXR69927
rxn10881	MNXR28883
rxn10880	MNXR53722
rxn10883	MNXR4821
rxn05028	MNXR79866
MALONYL-COA-DECARBOXYLASE-RXN	MNXR3439
rxn10889	MNXR67484
rxn10888	MNXR67483
M-Xylt1	MNXR3362
31360	MNXR75757
31361	MNXR75757
31362	MNXR75757
31363	MNXR71731
31364	MNXR71731
31365	MNXR71731
31366	MNXR71731
31367	MNXR9530
31368	MNXR9530
31369	MNXR9530
35413	MNXR79427
BS410832	MNXR58933
19616	MNXR7718
19614	MNXR7718
19615	MNXR7718
19613	MNXR7718
UCR00010	MNXR5123
12738	MNXR7652
12739	MNXR7652
12733	MNXR69544
12734	MNXR69544
12735	MNXR69544
12736	MNXR69544
12737	MNXR7652
rxn05025	MNXR71330
AB6PGH	MNXR68239
LYStiDF	MNXR3357
rxn05027	MNXR75034
rxn05026	MNXR79865
REACT_153113	MNXR79047
REACT_153112	MNXR79003
BS368626	MNXR55038
GLYOXII-RXN	MNXR2772
REACT_153117	MNXR79058
BS368625	MNXR72297
rxn10261	MNXR28718
rxn10260	MNXR28717
rxn10263	MNXR28720
rxn10262	MNXR28719
rxn10265	MNXR28722
rxn10264	MNXR28721
rxn10267	MNXR28724
rxn10266	MNXR28723
rxn10269	MNXR28726
rxn10268	MNXR28725
REACT_152866	MNXR79100
3.4.17.18-RXN	MNXR61739
RXN0-6385	MNXR77999
RXN1F-168	MNXR59538
rxn07908	MNXR75297
rxn07909	MNXR75298
RXN00150	MNXR70136
rxn07900	MNXR75291
rxn07901	MNXR75292
rxn07902	MNXR17853
rxn07903	MNXR75293
REACT_161815	MNXR3783
rxn07905	MNXR75295
rxn07906	MNXR75296
rxn07907	MNXR60663
FAOXC170m	MNXR68909
RXN1F-169	MNXR24397
UAGDP	MNXR70013
REACT_162547	MNXR79130
33941	MNXR75819
REACT_162545	MNXR3782
CYTK13n	MNXR68623
DM_OXAM	MNXR1645
13469	MNXR79235
13468	MNXR7811
13467	MNXR7811
13466	MNXR7811
13465	MNXR7811
18206	MNXR26407
18207	MNXR26407
18204	MNXR5169
BS394721	MNXR73072
BS394722	MNXR12893
18205	MNXR26407
BS394724	MNXR71154
BS394725	MNXR12895
BS394726	MNXR12896
BS394727	MNXR12897
BS394728	MNXR73073
18202	MNXR5169
18203	MNXR5169
18200	MNXR7344
18201	MNXR5169
REACT_94848	MNXR69169
RXN1F-164	MNXR64002
TMNDNCCPT1	MNXR69990
FATP1t	MNXR2175
REACT_94845	MNXR78283
REACT_30610	MNXR78675
REACT_135455	MNXR78934
LPS2e	MNXR3328
REACT_30616	MNXR78637
REACT_31568	MNXR5387
REACT_31564	MNXR78284
REACT_141176	MNXR78518
REACT_80827	MNXR78631
